TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2016,12,14,5,50,27XX PRINCE EDWARD ST,mountpleasant,493003.48,5456372.65
Theft from Vehicle,2016,7,21,19,20,6XX CAMBIE ST,downtown,491885.89,5458636.03
Other Theft,2016,3,18,0,48,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,11,29,19,15,6XX CAMBIE ST,downtown,491883.38,5458633.44
Theft from Vehicle,2016,10,20,18,30,6XX CAMBIE ST,downtown,491883.38,5458633.44
Theft from Vehicle,2016,5,7,20,48,12XX W CORDOVA ST,downtown,491076.53,5459647.16
Other Theft,2016,6,14,19,55,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Theft of Vehicle,2016,8,28,0,30,23XX W 36TH AVE,arbutusridge,488291.87,5454071.19
Other Theft,2016,6,12,20,11,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Break and Enter Commercial,2016,8,6,23,15,27XX NATAL ST,renfrewcollingwood,497801.2,5456321.95
Other Theft,2016,6,1,21,58,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,5,17,19,40,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,5,14,14,10,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,5,10,17,27,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,3,29,19,30,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,3,21,8,30,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,3,19,13,51,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Theft from Vehicle,2016,10,18,15,45,6XX CAMBIE ST,downtown,491883.38,5458633.44
Other Theft,2016,2,19,19,52,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,2,15,8,38,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,1,25,16,55,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Other Theft,2016,1,18,18,30,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Break and Enter Commercial,2016,8,19,14,39,27XX OAK ST,fairview,490776.74,5456462.38
Theft of Vehicle,2016,9,25,13,0,23XX W 3RD AVE,kitsilano,488482.32,5457388.22
Other Theft,2016,5,1,14,21,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,4,28,20,59,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Break and Enter Commercial,2016,11,11,10,0,27XX MAPLE ST,kitsilano,489036.44,5456527.93
Theft from Vehicle,2016,10,10,17,0,22XX E 42ND AVE,victoriafraserview,495527.2,5453248.98
Theft from Vehicle,2016,12,13,18,0,12XX W CORDOVA ST,downtown,491117.06,5459613.36
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,12,17,20,ARBUTUS ST / W BROADWAY AVE,kitsilano,488872,5456795
Other Theft,2016,3,17,10,30,8X W PENDER ST,downtown,492208.56,5458693
Break and Enter Commercial,2016,3,12,7,35,27XX MAIN ST,mountpleasant,492658.16,5456480.95
Theft from Vehicle,2016,4,10,16,23,6XX CAMBIE ST,downtown,491883.38,5458633.44
Break and Enter Commercial,2016,5,11,9,30,27XX MAIN ST,mountpleasant,492636.63,5456481.48
Mischief,2016,3,26,8,13,12XX JERVIS ST,westend,490179.75,5458889.75
Mischief,2016,12,15,4,8,12XX KINGSWAY AVE,kensingtoncedarcottage,494247.89,5455429.03
Mischief,2016,6,26,0,0,12XX MAIN ST,downtown,492717.35,5457893.63
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,16,17,45,ARBUTUS ST / W KING EDWARD AVE,arbutusridge,488863,5455439
Mischief,2016,9,15,7,48,12XX MAIN ST,downtown,492717.59,5457900.51
Mischief,2016,11,5,22,45,12XX MAIN ST,downtown,492717.85,5457907.87
Break and Enter Commercial,2016,8,5,1,23,27XX KINGSWAY AVE,renfrewcollingwood,496509.8,5453820.3
Theft from Vehicle,2016,9,16,21,0,COLUMBIA ST / W 1ST AVE,mountpleasant,492041.29,5457516.26
Other Theft,2016,3,15,13,28,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,11,22,16,30,22XX E 40TH AVE,kensingtoncedarcottage,495538.51,5453455.32
Other Theft,2016,3,14,14,1,8X W PENDER ST,downtown,492208.56,5458693
Other Theft,2016,4,27,21,0,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,4,27,9,30,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,4,23,21,7,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,4,15,19,13,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,3,9,12,ARGYLE DR / BRAEBURN ST,victoriafraserview,494924,5451795
Other Theft,2016,4,13,20,50,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Theft of Vehicle,2016,9,16,17,13,11XX W 11TH AVE,fairview,490600.45,5456536.69
Theft from Vehicle,2016,4,12,9,0,6XX CAMBIE ST,downtown,491821.62,5458582.73
Other Theft,2016,4,10,19,4,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,4,9,18,16,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,4,3,12,30,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Mischief,2016,1,28,22,32,12XX GRANVILLE ST,downtown,490747.18,5458204.67
Theft of Vehicle,2016,11,1,15,0,23XX W 4TH AVE,kitsilano,488533.14,5457277.25
Theft from Vehicle,2016,10,23,8,30,6XX CAMBIE ST,downtown,491821.56,5458582.68
Other Theft,2016,2,27,23,55,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,5,24,21,30,22XX E 39TH AVE,kensingtoncedarcottage,495490.22,5453566.45
Theft from Vehicle,2016,10,2,12,0,6XX CAMBIE ST,downtown,491821.56,5458582.68
Other Theft,2016,2,23,13,45,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,8,27,17,40,6XX CAMBIE ST,downtown,491821.56,5458582.68
Theft from Vehicle,2016,8,16,7,45,6XX CAMBIE ST,downtown,491821.56,5458582.68
Theft from Vehicle,2016,8,9,8,0,6XX CAMBIE ST,downtown,491821.56,5458582.68
Theft from Vehicle,2016,7,6,12,42,6XX CAMBIE ST,downtown,491821.56,5458582.68
Other Theft,2016,3,28,15,32,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Theft from Vehicle,2016,6,20,11,17,6XX CAMBIE ST,downtown,491821.56,5458582.68
Theft from Vehicle,2016,4,12,11,0,6XX CAMBIE ST,downtown,491821.56,5458582.68
Break and Enter Commercial,2016,8,29,3,50,27XX GUELPH ST,mountpleasant,493084.53,5456371.55
Theft from Vehicle,2016,1,8,19,35,6XX CAMBIE ST,downtown,491821.56,5458582.68
Mischief,2016,7,17,12,6,12XX MARINASIDE CRES,downtown,491245.53,5457763.29
Theft from Vehicle,2016,10,8,11,0,22XX E 38TH AVE,kensingtoncedarcottage,495553.07,5453677.15
Mischief,2016,7,17,6,30,12XX MARINASIDE CRES,downtown,491246.44,5457764.12
Mischief,2016,12,23,4,35,12XX MELVILLE ST,downtown,490957.18,5459481.11
Break and Enter Commercial,2016,8,21,17,20,27XX GUELPH ST,mountpleasant,493084.43,5456360.63
Mischief,2016,3,13,17,0,12XX MELVILLE ST,downtown,490959.67,5459465.95
Theft from Vehicle,2016,10,6,0,0,22XX E 38TH AVE,kensingtoncedarcottage,495490.79,5453677.73
Mischief,2016,3,8,12,0,12XX NANAIMO ST,grandviewwoodland,495879.78,5457888.61
Break and Enter Residential/Other,2016,3,12,2,37,12XX E 63RD AVE,sunset,494089.44,5451128.01
Theft of Vehicle,2016,6,27,4,33,23XX W 8TH AVE,kitsilano,488469.41,5456903.23
Theft from Vehicle,2016,6,21,18,57,E 11TH AVE / VICTORIA DR,kensingtoncedarcottage,495202.6,5456410.44
Break and Enter Commercial,2016,11,4,0,0,27XX GRANVILLE ST,fairview,489914.94,5456479.03
Theft of Vehicle,2016,6,2,12,0,23XX W 8TH AVE,kitsilano,488522.8,5456902.15
Mischief,2016,8,1,22,0,12XX NANAIMO ST,grandviewwoodland,495879.79,5457890.89
Break and Enter Commercial,2016,10,5,23,0,27XX E HASTINGS ST,hastingssunrise,496560.95,5458707.79
Theft from Vehicle,2016,8,21,22,0,E 11TH AVE / VICTORIA DR,kensingtoncedarcottage,495202.6,5456410.44
Theft of Vehicle,2016,2,7,6,20,11XX W 12TH AVE,fairview,490560,5456441.88
Theft of Vehicle,2016,10,22,1,20,11XX W 12TH AVE,fairview,490560,5456441.88
Vehicle Collision or Pedestrian Struck (with Injury),2016,5,13,13,49,ARGYLE ST / SE MARINE DR,victoriafraserview,494750,5450912
Break and Enter Commercial,2016,7,14,22,15,27XX E HASTINGS ST,hastingssunrise,496510.97,5458707.96
Mischief,2016,7,4,21,0,12XX NANAIMO ST,grandviewwoodland,495879.8,5457894.3
Mischief,2016,7,11,22,0,12XX NANAIMO ST,grandviewwoodland,495879.8,5457894.3
Other Theft,2016,3,26,20,2,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,3,11,21,16,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,3,11,16,41,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,3,2,16,18,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,3,1,10,46,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,2,18,15,6,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Break and Enter Residential/Other,2016,2,25,0,30,17XX E 2ND AVE,grandviewwoodland,495038.04,5457323.03
Vehicle Collision or Pedestrian Struck (with Injury),2016,12,3,12,5,ASH ST / SW MARINE DR,marpole,491231,5450680
Break and Enter Commercial,2016,1,9,1,0,27XX E HASTINGS ST,hastingssunrise,496500.19,5458717.14
Theft from Vehicle,2016,8,1,21,0,22XX E 37TH AVE,kensingtoncedarcottage,495697.73,5453787.65
Other Theft,2016,2,11,12,38,8X W PENDER ST,downtown,492208.56,5458693
Break and Enter Commercial,2016,1,1,18,0,27XX E HASTINGS ST,hastingssunrise,496493.04,5458717.16
Mischief,2016,11,26,18,0,12XX NANTON AVE,shaughnessy,490378.98,5454849.17
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,16,6,53,ASH ST / SW MARINE DR,marpole,491335,5450747
Break and Enter Commercial,2016,3,1,4,0,27XX GRANVILLE ST,fairview,489911.28,5456539.27
Theft from Vehicle,2016,5,24,13,0,22XX E 37TH AVE,kensingtoncedarcottage,495491.32,5453789.39
Theft from Vehicle,2016,11,18,17,0,6XX CAMBIE ST,downtown,491782.1,5458528.72
Mischief,2016,3,4,22,30,12XX PACIFIC BLVD,downtown,491170.74,5457914.52
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,5,17,4,ASH ST / W 10TH AVE,fairview,491445,5456619
Break and Enter Residential/Other,2016,11,11,12,0,17XX E 2ND AVE,grandviewwoodland,495048.33,5457322.89
Mischief,2016,10,10,20,30,12XX PENDRELL ST,westend,490316.33,5458934.26
Mischief,2016,3,22,17,45,12XX PENDRELL ST,westend,490342.18,5458894.46
Theft from Vehicle,2016,3,15,0,0,12XX W GEORGIA ST,downtown,490844.36,5459431.34
Theft of Vehicle,2016,3,29,14,0,23XX WOODLAND DR,grandviewwoodland,494648.51,5456803.95
Theft of Vehicle,2016,5,6,17,0,23XX WOODLAND DR,grandviewwoodland,494648.55,5456806.48
Other Theft,2016,2,11,3,17,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,8,23,19,30,6XX CAMBIE ST,downtown,491782.1,5458528.72
Mischief,2016,12,5,23,0,12XX RAYMUR AVE,strathcona,493985.51,5457850.91
Theft from Vehicle,2016,7,9,22,0,6XX CAMBIE ST,downtown,491782.1,5458528.72
Mischief,2016,4,14,22,20,12XX ROBSON ST,westend,490697.23,5459318.08
Other Theft,2016,2,10,12,34,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,7,2,19,0,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Break and Enter Commercial,2016,2,13,10,37,27XX E 48TH AVE,victoriafraserview,496305.21,5452567.12
Theft from Vehicle,2016,5,27,19,20,6XX CAMBIE ST,downtown,491782.1,5458528.72
Break and Enter Commercial,2016,3,22,7,0,27XX E 41ST AVE,victoriafraserview,496336.65,5453327.98
Theft of Vehicle,2016,2,7,3,20,23XX YORK AVE,kitsilano,488486.01,5457672.8
Theft of Vehicle,2016,3,20,12,32,23XX YORK AVE,kitsilano,488486.01,5457672.8
Theft from Vehicle,2016,6,27,13,0,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Other Theft,2016,2,8,14,32,8X W PENDER ST,downtown,492208.56,5458693
Other Theft,2016,2,5,12,22,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,5,30,22,45,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Theft from Vehicle,2016,5,23,23,0,6XX CAMBIE ST,downtown,491782.1,5458528.72
Break and Enter Commercial,2016,9,5,16,44,27XX FIR ST,fairview,489736.06,5456491.25
Theft from Vehicle,2016,5,15,7,0,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Theft from Vehicle,2016,5,14,17,42,6XX CAMBIE ST,downtown,491782.1,5458528.72
Theft from Vehicle,2016,5,14,21,0,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Theft from Vehicle,2016,3,26,19,45,6XX CAMBIE ST,downtown,491782.1,5458528.72
Theft from Vehicle,2016,3,18,6,0,6XX CAMBIE ST,downtown,491782.1,5458528.72
Theft from Vehicle,2016,2,24,8,43,6XX CAMBIE ST,downtown,491782.1,5458528.72
Mischief,2016,6,7,1,40,12XX ROBSON ST,westend,490758.28,5459257.09
Mischief,2016,6,18,0,49,12XX ROBSON ST,westend,490758.28,5459257.09
Theft from Vehicle,2016,4,18,18,30,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Theft from Vehicle,2016,3,20,22,0,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Break and Enter Commercial,2016,9,10,3,11,27XX COMMERCIAL DR,kensingtoncedarcottage,494913.48,5456330.65
Other Theft,2016,2,5,10,35,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,3,20,19,0,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Theft from Vehicle,2016,11,26,6,0,22XX E 30TH AVE,kensingtoncedarcottage,495576.82,5454347.89
Theft from Vehicle,2016,10,9,17,0,22XX E 30TH AVE,kensingtoncedarcottage,495446.63,5454437.75
Theft from Vehicle,2016,8,12,0,0,22XX E 30TH AVE,kensingtoncedarcottage,495446.63,5454437.75
Theft from Vehicle,2016,2,15,22,0,22XX E 41 AV,kensingtoncedarcottage,495619.74,5453347.64
Theft from Vehicle,2016,2,13,12,0,ABBOTT ST / KEEFER PL,downtown,492171.88,5458556.19
Vehicle Collision or Pedestrian Struck (with Injury),2016,5,14,11,32,ATHLETES WAY / ONTARIO ST,mountpleasant,492391,5457643
Theft from Vehicle,2016,7,15,10,30,22XX E 30TH AVE,kensingtoncedarcottage,495438.61,5454444
Theft from Vehicle,2016,3,9,17,0,22XX E 28TH AVE,kensingtoncedarcottage,495664.62,5454786.71
Theft from Vehicle,2016,8,29,16,30,22XX E 27TH AVE,kensingtoncedarcottage,495708.64,5454888.73
Theft from Vehicle,2016,11,8,20,0,22XX E 2ND AVE,grandviewwoodland,495763.72,5457322.39
Break and Enter Commercial,2016,12,2,19,31,26XX W BROADWAY AVE,kitsilano,487996.97,5456817.35
Break and Enter Commercial,2016,11,24,2,52,26XX W BROADWAY AVE,kitsilano,487995.16,5456817.36
Other Theft,2016,1,25,21,37,8X W PENDER ST,downtown,492208.56,5458693
Theft from Vehicle,2016,5,26,22,0,22XX E 27TH AVE,kensingtoncedarcottage,495611.99,5454880.7
Theft from Vehicle,2016,12,14,10,14,6XX CAMBIE ST,downtown,491780.1,5458526.66
Theft from Vehicle,2016,10,8,12,24,6XX CAMBIE ST,downtown,491780.1,5458526.66
Theft from Vehicle,2016,7,16,19,0,6XX CAMBIE ST,downtown,491780.1,5458526.66
Other Theft,2016,2,14,15,31,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,2,13,18,28,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,2,12,19,26,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Vehicle Collision or Pedestrian Struck (with Injury),2016,7,21,18,45,BARCLAY ST / CHILCO ST,westend,489783,5459923
Theft from Vehicle,2016,10,15,17,30,22XX E 25TH AVE,kensingtoncedarcottage,495647,5455035.69
Other Theft,2016,1,19,12,53,8X W PENDER ST,downtown,492208.56,5458693
Other Theft,2016,2,11,21,20,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,2,8,17,28,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,2,3,18,48,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Mischief,2016,7,15,12,0,12XX SEYMOUR ST,downtown,490851.33,5458151.77
Theft of Vehicle,2016,1,9,17,0,24XX CAROLINA ST,mountpleasant,493381.86,5456740.28
Break and Enter Commercial,2016,3,1,20,0,26XX W 4TH AVE,kitsilano,487929.08,5457296.01
Mischief,2016,10,18,19,21,12XX SEYMOUR ST,downtown,490851.85,5458152.3
Theft from Vehicle,2016,3,13,17,30,22XX E 24TH AVE,kensingtoncedarcottage,495697.2,5455117.74
Mischief,2016,12,28,7,26,12XX SEYMOUR ST,downtown,490851.85,5458152.3
Break and Enter Commercial,2016,8,29,4,0,26XX VICTORIA DR,kensingtoncedarcottage,495207.64,5456503.31
Theft from Vehicle,2016,6,3,14,30,12XX W GEORGIA ST,westend,490877.02,5459385.99
Theft from Vehicle,2016,11,13,21,0,12XX W GEORGIA ST,westend,490879.26,5459383.76
Theft of Vehicle,2016,6,9,21,0,11XX W 58TH AVE,marpole,490408.44,5451729.54
Theft from Vehicle,2016,10,1,22,0,22XX E 1ST AVE,grandviewwoodland,495718.3,5457412.88
Other Theft,2016,7,14,19,0,28XX BENTALL ST,renfrewcollingwood,497676.15,5456238.1
Other Theft,2016,12,26,15,42,28XX BENTALL ST,renfrewcollingwood,497676.15,5456239.01
Theft from Vehicle,2016,11,25,18,45,ALBERNI ST / BUTE ST,westend,490842.85,5459340.72
Other Theft,2016,11,3,13,40,28XX BENTALL ST,renfrewcollingwood,497676.15,5456239.01
Other Theft,2016,10,8,12,46,28XX BENTALL ST,renfrewcollingwood,497676.15,5456239.01
Other Theft,2016,8,2,9,26,28XX BENTALL ST,renfrewcollingwood,497676.15,5456239.01
Other Theft,2016,6,11,16,30,28XX BENTALL ST,renfrewcollingwood,497676.15,5456239.01
Mischief,2016,6,20,12,3,12XX GRANVILLE ST,downtown,490749.28,5458206.82
Other Theft,2016,1,15,17,25,28XX BENTALL ST,renfrewcollingwood,497676.15,5456239.01
Theft from Vehicle,2016,8,8,9,20,6XX BURRARD ST,downtown,491279.21,5459177.42
Theft from Vehicle,2016,3,15,8,50,6XX BURRARD ST,downtown,491279.21,5459177.42
Theft from Vehicle,2016,9,13,1,0,20XX E 1ST AVE,grandviewwoodland,495393.28,5457428.53
Theft from Vehicle,2016,10,12,21,30,22XX E 1ST AVE,grandviewwoodland,495669.42,5457422.6
Other Theft,2016,2,6,19,30,7XX BURRARD ST,downtown,491116.91,5458995.63
Other Theft,2016,2,7,14,18,7XX BURRARD ST,downtown,491116.91,5458995.63
Other Theft,2016,2,8,10,45,7XX BURRARD ST,downtown,491116.91,5458995.63
Other Theft,2016,2,9,13,5,7XX BURRARD ST,downtown,491116.91,5458995.63
Break and Enter Commercial,2016,7,22,17,25,26XX RUPERT ST,renfrewcollingwood,497554.62,5456431.24
Theft from Vehicle,2016,5,16,20,30,ALBERNI ST / BUTE ST,westend,490842.85,5459340.72
Theft from Vehicle,2016,2,27,3,30,ALBERNI ST / BUTE ST,westend,490842.85,5459340.72
Break and Enter Residential/Other,2016,10,21,19,18,17XX E 37TH AVE,kensingtoncedarcottage,494814.26,5453782.99
Theft from Vehicle,2016,10,24,23,45,12XX W HASTINGS ST,downtown,491023.49,5459585.81
Break and Enter Residential/Other,2016,7,10,11,7,17XX E 37TH AVE,kensingtoncedarcottage,494838.46,5453782.45
Break and Enter Residential/Other,2016,5,6,16,30,17XX E 37TH AVE,kensingtoncedarcottage,494927.45,5453771.38
Theft from Vehicle,2016,6,25,16,0,E 12TH AVE / KASLO ST,renfrewcollingwood,496576.79,5456256.3
Theft from Vehicle,2016,9,25,13,30,22XX E 1ST AVE,grandviewwoodland,495651.26,5457413.67
Theft from Vehicle,2016,12,23,13,0,E 12TH AVE / QUEBEC ST,mountpleasant,492499.43,5456390.27
Theft from Vehicle,2016,8,16,15,20,CARRALL ST / E HASTINGS ST,downtown,492412.35,5458751.99
Other Theft,2016,1,10,4,14,8X W PENDER ST,downtown,492208.56,5458693
Break and Enter Commercial,2016,7,25,2,35,8XX W PENDER ST,downtown,491564.14,5459193.04
Theft from Vehicle,2016,4,6,23,0, / 3888 W 50TH AVE,kerrisdale,486140.51,5452651.43
Other Theft,2016,9,26,18,14,28XX BENTALL ST,renfrewcollingwood,497676.03,5456258.51
Other Theft,2016,2,9,15,45,7XX BURRARD ST,downtown,491116.91,5458995.63
Other Theft,2016,2,3,15,45,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,2,2,12,57,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,2,1,19,47,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,1,31,15,30,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Other Theft,2016,2,10,11,31,7XX BURRARD ST,downtown,491116.91,5458995.63
Theft of Vehicle,2016,5,31,7,7,24XX E 24TH AVE,renfrewcollingwood,495922.1,5455121.79
Mischief,2016,2,15,8,41,12XX SEYMOUR ST,downtown,490863.9,5458177.46
Theft from Vehicle,2016,2,18,17,30,12XX W HASTINGS ST,downtown,491061.53,5459578.2
Theft from Vehicle,2016,6,6,3,28,12XX W HASTINGS ST,downtown,491061.53,5459578.2
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,20,4,4,BEACH AVE / PACIFIC ST,westend,489886,5458734
Other Theft,2016,6,6,15,45,28XX ARBUTUS ST,kitsilano,488858.25,5456461.46
Mischief,2016,7,9,19,56,12XX SEYMOUR ST,downtown,490891.59,5458192.42
Mischief,2016,6,1,0,0,12XX TEMPLETON DR,grandviewwoodland,495648.64,5457897.5
Other Theft,2016,11,15,11,31,27XX W BROADWAY AVE,kitsilano,487865.4,5456819.05
Other Theft,2016,11,4,18,12,27XX W BROADWAY AVE,kitsilano,487865.4,5456819.05
Other Theft,2016,6,15,15,15,27XX W BROADWAY AVE,kitsilano,487865.4,5456819.05
Mischief,2016,6,24,3,1,12XX THURLOW ST,westend,490435.8,5458618.04
Other Theft,2016,2,13,17,49,7XX BURRARD ST,downtown,491116.91,5458995.63
Mischief,2016,2,1,14,51,12XX W 10TH AVE,fairview,490423.87,5456652.97
Theft from Vehicle,2016,11,26,9,0,6XX HAMILTON ST,downtown,491755.72,5458641.82
Theft from Vehicle,2016,7,7,8,0,6XX HAMILTON ST,downtown,491755.72,5458641.82
Break and Enter Commercial,2016,11,9,0,0,26XX RUPERT ST,renfrewcollingwood,497554.62,5456431.21
Break and Enter Commercial,2016,3,10,2,1,26XX W 16TH AVE,kitsilano,487989.78,5456116.84
Break and Enter Commercial,2016,1,23,3,0,26XX W 16TH AVE,kitsilano,487987.79,5456117.07
Theft from Vehicle,2016,10,15,19,50,6XX HAMILTON ST,downtown,491755.67,5458641.76
Other Theft,2016,1,30,17,58,7XX GRANVILLE ST,downtown,491295.24,5458744.77
Theft from Vehicle,2016,1,17,0,0,22XX E 19TH AVE,kensingtoncedarcottage,495656.97,5455505.96
Other Theft,2016,2,14,18,26,7XX BURRARD ST,downtown,491116.91,5458995.63
Theft from Vehicle,2016,5,11,14,40,12XX W HASTINGS ST,downtown,491063.37,5459567.26
Theft from Vehicle,2016,12,20,23,0,12XX W HASTINGS ST,downtown,491063.37,5459567.26
Theft from Vehicle,2016,8,19,23,40,12XX W HASTINGS ST,downtown,491064.38,5459576.87
Theft from Vehicle,2016,10,17,21,0,6XX GRANVILLE ST,downtown,491535.02,5458986.16
Theft from Vehicle,2016,3,5,9,0,22XX E 12TH AVE,kensingtoncedarcottage,495734.32,5456307.28
